"ANÁLISE DE AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Formulário de cadastro de arrendamento corporativo"",""10240"",""Marcia Amorim dos Santos"",""Daniele Barros de Freitas Carreiro"",""CONTRIB/CONT/CONGER/ACOA"","" """;;;;;;;;;;;;;;;;;;;;;;;
"ANÁLISE DE AVALIAÇÃO,""Realizar gestão contábil e tributária"",""ISA de solicitação dos compromissos de arrendamento"",""10247"",""Virgilio da Silva Barbosa"",""Daniele Barros de Freitas Carreiro"",""CONTRIB/CONT/CONGER/ACOA"","" """;;;;;;;;;;;;;;;;;;;;;;;
"ANÁLISE DE AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Relatório de acompanhamento do saldo de contas do passivo de arrendamento"",""10268"",""Daniele Barros de Freitas Carreiro"",""Daniele Barros de Freitas Carreiro"",""CONTRIB/CONT/CONGER/ACOA"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Relatório de importação de petróleo, derivados e gás natural liquefeito - TP"",""7625"",""Flavia Felix da Silva"",""Fabio Carvalho Costa"",""CONTRIB/CONT/CRG/FDV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Relatório de exportação de petróleo, derivados e gás natural liquefeito - TP"",""7626"",""Flavia Felix da Silva"",""Fabio Carvalho Costa"",""CONTRIB/CONT/CRG/FDV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Relatório de análise das contas de entrada de mercadorias e de faturas"",""7628"",""Flavia Felix da Silva"",""Fabio Carvalho Costa"",""CONTRIB/CONT/CRG/FDV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Relatório de compra de produtos importados"",""7633"",""Flavia Felix da Silva"",""Fabio Carvalho Costa"",""CONTRIB/CONT/CRG/FDV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Planilha de compra de derivativos nacionais e importação de derivados"",""7634"",""Flavia Felix da Silva"",""Fabio Carvalho Costa"",""CONTRIB/CONT/CRG/FDV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Demonstrativo de venda por nota fiscal"",""7635"",""Flavia Felix da Silva"",""Fabio Carvalho Costa"",""CONTRIB/CONT/CRG/FDV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Relatório de faturamento de gás natual"",""7642"",""Flavia Felix da Silva"",""Fabio Carvalho Costa"",""CONTRIB/CONT/CRG/FDV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Planilha de compra de frete e seguro das importações"",""7651"",""Flavia Felix da Silva"",""Fabio Carvalho Costa"",""CONTRIB/CONT/CRG/FDV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Relatório de acompanhamento de controle das importações de petróleo e derivados"",""7653"",""Fabio Carvalho Costa"",""Fabio Carvalho Costa"",""CONTRIB/CONT/CRG/FDV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Relatório de acompanhamento de controle das importações - RDE importação"",""7654"",""Fabio Carvalho Costa"",""Fabio Carvalho Costa"",""CONTRIB/CONT/CRG/FDV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Relatório de acompanhamento das receitas"",""7655"",""Fabio Carvalho Costa"",""Fabio Carvalho Costa"",""CONTRIB/CONT/CRG/FDV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Planilha de acompanhamento de receita operacional líquida de energia elétrica"",""7656"",""Flavia Felix da Silva"",""Fabio Carvalho Costa"",""CONTRIB/CONT/CRG/FDV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Quadro de compra de produtos e mercadorias da subsidiária"",""7658"",""Fabio Carvalho Costa"",""Fabio Carvalho Costa"",""CONTRIB/CONT/CRG/FDV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Relatório de faturamento de empresa subsidiária"",""7659"",""Fabio Carvalho Costa"",""Fabio Carvalho Costa"",""CONTRIB/CONT/CRG/FDV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Relatório de informação de receitas e custos de empresa subsidiária"",""7661"",""Fabio Carvalho Costa"",""Fabio Carvalho Costa"",""CONTRIB/CONT/CRG/FDV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Relatório de informação do volume de importações e exportações de petróleo e derivados"",""7662"",""Fabio Carvalho Costa"",""Fabio Carvalho Costa"",""CONTRIB/CONT/CRG/FDV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Planilha de faturamento do preço médio de referência dos derivados básicos no mercado interno"",""7665"",""Fabio Carvalho Costa"",""Fabio Carvalho Costa"",""CONTRIB/CONT/CRG/FDV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Relatório de controle de faturamento líquido de produtos no mercado"",""7677"",""Fabio Carvalho Costa"",""Fabio Carvalho Costa"",""CONTRIB/CONT/CRG/FDV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Planilha de controle de produtos por saldo líquido de entradas provisórias e importações em andamento"",""7686"",""Flavia Felix da Silva"",""Fabio Carvalho Costa"",""CONTRIB/CONT/CRG/FDV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Planilha de acompanhamento de compras de derivados de petróleo e matéria-prima"",""7687"",""Flavia Felix da Silva"",""Fabio Carvalho Costa"",""CONTRIB/CONT/CRG/FDV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Planilha de acompanhamento de vendas de derivados de petróleo e matéria-prima"",""7688"",""Flavia Felix da Silva"",""Fabio Carvalho Costa"",""CONTRIB/CONT/CRG/FDV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Relatório de análise de centros de custos emissores de apontamentos de atividade"",""7709"",""Marcia Damas Martins"",""Marcia Damas Martins"",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Relatório de venda de petróleo, derivados e gás natural liquefeito no mercado interno - TP"",""7743"",""Flavia Felix da Silva"",""Fabio Carvalho Costa"",""CONTRIB/CONT/CRG/FDV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Demonstrativo de obrigação de desempenho restante"",""7762"",""Flavia Felix da Silva"",""Fabio Carvalho Costa"",""CONTRIB/CONT/CRG/FDV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Relatório de movimentação de estoques de produtos"",""7769"",""Aldemir Rodrigues Junior"",""Aldemir Rodrigues Junior"",""CONTRIB/CONT/CRG/EPCPV"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Planilha de acompanhamento de gastos com alimentação dos empregados para fins de benefício fiscal"",""8170"",""Elza Mary Oliveira da Rocha"",""Elza Mary Oliveira da Rocha"",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Mensagem de solicitação de correção dos erros de liquidação"",""8302"",""Marcia Damas Martins"",""Marcia Damas Martins"",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Relatório de validação de gastos"",""8303"",""Alessandro Antunes Leandro"",""Alessandro Antunes Leandro"",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Relatório de análise de centro de custos para alocação de gastos"",""8305"",""Marcia Damas Martins"",""Marcia Damas Martins"",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Relatório de informação de endividamento"",""8308"",""Eduardo Seixas"",""Eduardo Seixas"",""CONTRIB/CONT/CONEM/PEPS"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Planilha de verificação de variação de gastos de exploração e produção"",""8309"",""Alessandro Antunes Leandro"",""Alessandro Antunes Leandro"",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Planilha para provisão de conteúdo local dos campos e blocos"",""8325"",""Alessandro Antunes Leandro"",""Alessandro Antunes Leandro"",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Nota explicativa sobre gestão de gastos exploratórios"",""8327"",""Alessandro Antunes Leandro"",""Alessandro Antunes Leandro"",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Planilha de controle das aprovações de lançamentos manuais"",""8330"",""Marcia Damas Martins"",""Marcia Damas Martins"",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Planilha de informação de gastos com depreciação"",""8335"",""Alessandro Antunes Leandro"",""Alessandro Antunes Leandro"",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Relatório de análise de liquidação em teste de ordens"",""8353"",""Marcia Damas Martins"",""Marcia Damas Martins"",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Planilha de controle de gastos em exploração e em desenvolvimento da produção"",""8371"",""Alessandro Antunes Leandro"",""Alessandro Antunes Leandro"",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Planilha de justificativa de provisões pendentes de estorno"",""8379"",""Marcia Damas Martins"",""Marcia Damas Martins"",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""ISA de solicitação de provisões pendentes de estorno"",""8384"",""Marcia Damas Martins"",""Marcia Damas Martins"",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Relatório de análise de gastos"",""8403"",""Alessandro Antunes Leandro"",""Alessandro Antunes Leandro"",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Planilha de fechamento de gastos de exploração e produção"",""8414"",""Alessandro Antunes Leandro"",""Alessandro Antunes Leandro"",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Planilha de fechamento de gastos de custos operacionais"",""8416"",""Alessandro Antunes Leandro"",""Alessandro Antunes Leandro"",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Planilha de fechamento de gastos no sistema Wanp"",""8419"",""Alessandro Antunes Leandro"",""Alessandro Antunes Leandro"",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Planilha de análise crítica de fechamento dos custos operacionais"",""8424"",""Alessandro Antunes Leandro"",""Alessandro Antunes Leandro"",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Lista de controle de documentos contábeis para inspeção da auditoria externa"",""8467"",""Alessandro Antunes Leandro"",""Alessandro Antunes Leandro"",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""ISA sobre atendimento às recomendações da auditoria interna"",""8470"",""Vera Lucia Futerko"",""Vera Lucia Futerko"",""CONTRIB/ADM"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Planilha de valoração de gastos do programa de desligamento voluntário"",""8489"",""Alessandro Antunes Leandro"",""Alessandro Antunes Leandro"",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Guia de alerta sobre as atividades de fechamento contábil"",""8505"",""Marcia Damas Martins"",""Marcia Damas Martins"",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Balancete de referência de demonstrações financeiras"",""8549"",""Eduardo Seixas"",""Eduardo Seixas"",""CONTRIB/CONT/CONEM/PEPS"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Relatório de análise de liquidação em teste do plano de estrutura do projeto"",""8698"",""Marcia Damas Martins"",""Marcia Damas Martins"",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Formulário de solicitação de pré-fechamento contábil de gastos"",""8730"",""Marcia Damas Martins"",""Marcia Damas Martins"",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Relatório de apresentação do contencioso e dos riscos tributários potenciais"",""8745"",""Alexandre Souza Torres"",""Alexandre Souza Torres"",""CONTRIB/TPG/RISCOS-TRIB"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""ISA de apresentação do contencioso e dos riscos tributários potenciais"",""8765"",""Alexandre Souza Torres"",""Alexandre Souza Torres"",""CONTRIB/TPG/RISCOS-TRIB"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Mensagem para atendimento de não conformidade identificada em auditoria"",""8775"",""Vera Lucia Futerko"",""Vera Lucia Futerko"",""CONTRIB/ADM"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Planilha de solicitação de objetos de custos para o ciclo contingencial"",""8793"",""Marcia Damas Martins"",""Marcia Damas Martins"",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""Correspondência interna de solicitação de objetos de custos para o ciclo contingencial"",""8794"",""Marcia Damas Martins"",""Marcia Damas Martins"",""CONTRIB/CONT/CRG/GAR"","" """;;;;;;;;;;;;;;;;;;;;;;;
"EM AVALIAÇÃO,""Realizar gestão contábil e tributária"",""ISA de resposta sobre as incertezas no tratamento de tributos sobre o lucro nacional"",""8804"",""Alexandre Souza Torres"","""",""CONTRIB/TPG/RISCOS-TRIB"","" """;;;;;;;;;;;;;;;;;;;;;;;
